Skill,Level,SFIA_Skill_Level,Level_Description,Level_Description_cosine,Level_Description_jaccard,skills_skillner,skills_skillner_qe,skills_skillner_keybert,skills_skillner_qe_keybert,rake_skills,yake_skills,skills_skillner_rake,skills_skillner_yake,skills_skillner_count,skills_skillner_qe_count,skills_skillner_keybert_count,skills_skillner_qe_keybert_count,skills_skillner_rake_count,skills_skillner_yake_count
Real-time/embedded systems development,5,Real-time/embedded systems development 5,"Designs and develops real-time/embedded architectures and systems to meet agreed system requirements._x000D_
Plans and manages the development of complex real-time/embedded systems and selects the approaches and techniques to be used. _x000D_
Analyses design options and trade-offs between hardware and software, makes recommendations and assesses and manages associated risks. Ensures effective validation, verification and testing is undertaken throughout development._x000D_
Oversees the integration of multiple sub-systems into the overall system.",designs develops realtimeembedded architectures systems meet agreed system requirements_xd_ plans manages development complex realtimeembedded systems selects approaches techniques used _xd_ analyses design options tradeoffs hardware software makes recommendations assesses manages associated risks ensures effective validation verification testing undertaken throughout development_xd_ oversees integration multiple subsystems overall system,"designs and develops real time embedded architectures and systems to meet agreed system requirements. xd plans and manages the development of complex real time embedded systems and selects the approaches and techniques to be used. xd analyses design options and trade offs between hardware and software, makes recommendations and assesses and manages associated risks. ensures effective validation, verification and testing is undertaken throughout development. xd oversees the integration of multiple sub systems into the overall system.","['integration', 'xd', 'subsystems', 'plans', 'software makes', 'validation verification', 'plans development', 'manages development', 'architectures systems', 'manages associated']","['desegregation', 'be after', 'programme', 'xd', 'integrating', 'subsystems', 'subsystem', 'project', 'consolidation', 'plans', 'software makes', 'validation verification', 'plan', 'manages development', 'manages associated', 'integration', 'design', 'contrive', 'architectural plan', 'program', 'plans development', 'architectures systems']","['xd subsystems plans', 'architectures systems manages', 'makes validation verification', 'development manages development', 'integration']","['subsystem project consolidation', 'plans development architectures', 'validation verification plan', 'desegregation programme xd', 'integration design contrive']","['develops real time embedded architectures', 'complex real time embedded systems', 'meet agreed system requirements', 'xd analyses design options', 'multiple sub systems', 'ensures effective validation', 'undertaken throughout development', 'manages associated risks', 'overall system', 'xd plans', 'xd oversees', 'trade offs', 'makes recommendations', 'systems', 'manages', 'development', 'verification', 'used', 'testing', 'techniques', 'software', 'selects', 'integration', 'hardware', 'designs', 'assesses', 'approaches']","['real time embedded', 'develops real time', 'system requirements', 'designs and develops', 'manages', 'complex', 'risks']","['manages associated risks', 'techniques', 'subsystems', 'plans', 'validation verification', 'xd analyses design options', 'complex real time embedded systems', 'manages', 'used', 'development', 'integration', 'ensures effective validation', 'develops real time embedded architectures', 'verification', 'multiple sub systems', 'software', 'hardware', 'assesses', 'approaches', 'plans development', 'architectures systems', 'xd oversees', 'xd', 'selects', 'software makes', 'meet agreed system requirements', 'manages development', 'trade offs', 'manages associated', 'designs', 'systems', 'testing', 'overall system', 'xd plans', 'makes recommendations', 'undertaken throughout development']","['designs and develops', 'integration', 'xd', 'real time embedded', 'subsystems', 'manages', 'system requirements', 'develops real time', 'plans', 'software makes', 'validation verification', 'risks', 'plans development', 'manages development', 'complex', 'architectures systems', 'manages associated']",10,22,5,5,36,17
Real-time/embedded systems development,6,Real-time/embedded systems development 6,"Provides overall direction and leadership in the development of real-time/embedded systems. _x000D_
Develops organisational policies, standards and guidelines for real-time/embedded systems architectures and designs. _x000D_
Plans and leads strategic, large and complex real-time/embedded system developments.  Identifies opportunities to exploit new technologies and improve existing technologies and practices.  _x000D_
Drives adherence to technical strategies, systems architectures and the implementation of risk-based verification, validation and testing. Develops effective implementation and procurement strategies.",provides overall direction leadership development realtimeembedded systems _xd_ develops organisational policies standards guidelines realtimeembedded systems architectures designs _xd_ plans leads strategic large complex realtimeembedded system developments identifies opportunities exploit new technologies improve existing technologies practices _xd_ drives adherence technical strategies systems architectures implementation riskbased verification validation testing develops effective implementation procurement strategies,"provides overall direction and leadership in the development of real time embedded systems. xd develops organisational policies, standards and guidelines for real time embedded systems architectures and designs. xd plans and leads strategic, large and complex real time embedded system developments. identifies opportunities to exploit new technologies and improve existing technologies and practices. xd drives adherence to technical strategies, systems architectures and the implementation of risk based verification, validation and testing. develops effective implementation and procurement strategies.","['xd', 'exploit', 'organisational policy', 'leadership development', 'testing develops', 'system architecture', 'system development', 'plans', 'procurement', 'verification validation']","['be after', 'tap', 'xd', 'programme', 'exploit', 'project', 'organisational policy', 'testing develops', 'overwork', 'plans', 'system development', 'procurement', 'procurance', 'design', 'feat', 'effort', 'leadership development', 'work', 'contrive', 'architectural plan', 'program', 'system architecture', 'procural', 'verification validation', 'plan']","['leadership development testing', 'plans procurement verification', 'xd exploit organisational', 'organisational policy leadership', 'develops architecture development']","['plans development procurement', 'organisational policy testing', 'tap xd programme', 'testing develops overwork', 'architecture procural verification']","['complex real time embedded system developments', 'real time embedded systems architectures', 'real time embedded systems', 'xd develops organisational policies', 'xd drives adherence', 'risk based verification', 'provides overall direction', 'improve existing technologies', 'exploit new technologies', 'develops effective implementation', 'systems architectures', 'xd plans', 'technical strategies', 'procurement strategies', 'leads strategic', 'identifies opportunities', 'implementation', 'validation', 'testing', 'standards', 'practices', 'leadership', 'large', 'guidelines', 'development', 'designs']","['real time embedded', 'embedded systems', 'complex real time', 'systems architectures', 'develops', 'large and complex', 'policies', 'testing', 'adherence to technical', 'risk', 'based']","['standards', 'testing develops', 'plans', 'practices', 'real time embedded systems', 'exploit new technologies', 'leads strategic', 'large', 'development', 'systems architectures', 'leadership development', 'xd drives adherence', 'complex real time embedded system developments', 'xd develops organisational policies', 'xd', 'exploit', 'technical strategies', 'organisational policy', 'system development', 'procurement', 'real time embedded systems architectures', 'provides overall direction', 'identifies opportunities', 'validation', 'implementation', 'designs', 'testing', 'xd plans', 'guidelines', 'improve existing technologies', 'risk based verification', 'system architecture', 'develops effective implementation', 'verification validation', 'procurement strategies', 'leadership']","['develops', 'embedded systems', 'real time embedded', 'testing develops', 'plans', 'policies', 'systems architectures', 'leadership development', 'based', 'xd', 'exploit', 'organisational policy', 'system development', 'procurement', 'complex real time', 'risk', 'testing', 'adherence to technical', 'system architecture', 'verification validation', 'large and complex']",10,25,5,5,36,21
Safety engineering,2,Safety engineering 2,"Assists with safety engineering tasks under routine supervision._x000D_
Supports the documentation of hazard and risk analysis activities._x000D_
Helps collect safety assurance evidence using agreed methods and procedures.",assists safety engineering tasks routine supervision_xd_ supports documentation hazard risk analysis activities_xd_ helps collect safety assurance evidence using agreed methods procedures,assists with safety engineering tasks under routine supervision. xd supports the documentation of hazard and risk analysis activities. xd helps collect safety assurance evidence using agreed methods and procedures.,"['safety assurance', 'risk analysis', 'safety engineering', 'collect']","['pull together', 'safety assurance', 'accumulate', 'compile', 'risk analysis', 'collect', 'gather', 'amass', 'roll up', 'call for', 'take in', 'pull in', 'cod', 'hoard', 'gather up', 'safety engineering', 'garner', 'pile up', 'pick up']","['safety engineering collect', 'safety assurance risk', 'safety assurance', 'analysis safety engineering', 'assurance risk analysis']","['gather safety engineering', 'accumulate compile risk', 'pull cod hoard', 'engineering garner pile', 'analysis collect']","['xd helps collect safety assurance evidence using agreed methods', 'safety engineering tasks', 'risk analysis activities', 'xd supports', 'routine supervision', 'procedures', 'hazard', 'documentation', 'assists']","['routine supervision', 'safety engineering tasks', 'assists', 'documentation of hazard', 'methods and procedures', 'collect', 'agreed']","['assists', 'risk analysis activities', 'safety assurance', 'safety engineering tasks', 'xd supports', 'risk analysis', 'documentation', 'xd helps collect safety assurance evidence using agreed methods', 'collect', 'safety engineering', 'procedures', 'routine supervision', 'hazard']","['assists', 'agreed', 'methods and procedures', 'documentation of hazard', 'safety assurance', 'safety engineering tasks', 'risk analysis', 'safety engineering', 'collect', 'routine supervision']",4,19,5,5,13,10
Safety engineering,3,Safety engineering 3,"Contributes to hazard and risk analysis during system development and implementation using agreed methods and procedures. _x000D_
Documents the results of hazard and risk analysis activities._x000D_
Contributes to the collection of safety assurance evidence using appropriate methods and tools. _x000D_
Undertakes all work in accordance with agreed safety, technical and quality standards.",contributes hazard risk analysis system development implementation using agreed methods procedures _xd_ documents results hazard risk analysis activities_xd_ contributes collection safety assurance evidence using appropriate methods tools _xd_ undertakes work accordance agreed safety technical quality standards,"contributes to hazard and risk analysis during system development and implementation using agreed methods and procedures. xd documents the results of hazard and risk analysis activities. xd contributes to the collection of safety assurance evidence using appropriate methods and tools. xd undertakes all work in accordance with agreed safety, technical and quality standards.","['xd', 'safety assurance', 'risk analysis', 'system development', 'tools', 'collection']","['ingathering', 'instrument', 'tool', 'putz', 'tool around', 'creature', 'xd', 'appeal', 'accumulation', 'safety assurance', 'prick', 'aggregation', 'risk analysis', 'system development', 'peter', 'shaft', 'collection', 'dick', 'assembling', 'puppet', 'collecting', 'pecker', 'solicitation', 'compendium', 'cock', 'joyride', 'tools', 'assemblage']","['xd safety assurance', 'safety assurance risk', 'risk analysis development', 'development tools collection', 'xd']","['tool creature xd', 'cock joyride tools', 'solicitation compendium cock', 'assembling puppet collecting', 'accumulation safety assurance']","['safety assurance evidence using appropriate methods', 'implementation using agreed methods', 'risk analysis activities', 'agreed safety', 'risk analysis', 'xd undertakes', 'xd documents', 'system development', 'quality standards', 'xd contributes', 'contributes', 'work', 'tools', 'technical', 'results', 'procedures', 'hazard', 'hazard', 'collection', 'accordance']","['risk analysis activities', 'system development', 'methods and procedures', 'risk', 'hazard', 'implementation using agreed', 'safety', 'tools', 'technical']","['xd', 'safety assurance evidence using appropriate methods', 'quality standards', 'technical', 'safety assurance', 'accordance', 'risk analysis', 'system development', 'implementation using agreed methods', 'agreed safety', 'xd undertakes', 'xd documents', 'results', 'hazard', 'collection', 'xd contributes', 'contributes', 'risk analysis activities', 'work', 'procedures', 'tools']","['xd', 'technical', 'safety assurance', 'implementation using agreed', 'risk analysis', 'system development', 'safety', 'risk', 'hazard', 'collection', 'methods and procedures', 'risk analysis activities', 'tools']",6,28,5,5,21,13
Safety engineering,4,Safety engineering 4,"Contributes to identifying, analysing and documenting hazards and safety risks using agreed methods and procedures._x000D_
Contributes to the specification of safety requirements. _x000D_
Analyses and documents safety validation results during system development and implementation._x000D_
Contributes to developing and maintaining project safety assurance plans. Gathers safety assurance evidence for safety case preparation.",contributes identifying analysing documenting hazards safety risks using agreed methods procedures_xd_ contributes specification safety requirements _xd_ analyses documents safety validation results system development implementation_xd_ contributes developing maintaining project safety assurance plans gathers safety assurance evidence safety case preparation,"contributes to identifying, analysing and documenting hazards and safety risks using agreed methods and procedures. xd contributes to the specification of safety requirements. xd analyses and documents safety validation results during system development and implementation. xd contributes to developing and maintaining project safety assurance plans. gathers safety assurance evidence for safety case preparation.","['xd', 'case', 'safety assurance', 'maintaining', 'plans', 'system development', 'validation']","['instance', 'grammatical case', 'defend', 'safety assurance', 'event', 'keep up', 'plans', 'substantiation', ""typesetter's case"", 'example', 'exert', 'establishment', 'case', 'slip', 'wield', 'incase', 'maintaining', 'lawsuit', 'casing', ""compositor's case"", 'sheath', 'cause', 'uphold', 'asseverate', 'subject', 'architectural plan', 'suit', 'conserve', 'be after', 'proof', 'guinea pig', 'programme', 'xd', 'pillowcase', 'display case', 'project', 'face', 'preserve', 'typeface', 'hold', 'system development', 'encase', 'character', 'validation', 'sustain', 'keep', 'causa', 'caseful', 'shell', 'font', 'pillow slip', 'observe', 'vitrine', 'assert', 'design', 'contrive', 'showcase', 'program', 'eccentric', 'type', 'fount', 'maintain', 'plan']","['plans development validation', 'xd case safety', 'assurance maintaining plans', 'safety assurance maintaining', 'development']","['typesetter case example', 'sustain causa caseful', 'asseverate subject architectural', 'lawsuit casing compositor', 'defend safety assurance']","['safety risks using agreed methods', 'maintaining project safety assurance plans', 'gathers safety assurance evidence', 'documents safety validation results', 'safety case preparation', 'safety requirements', 'xd analyses', 'system development', 'documenting hazards', 'xd contributes', 'xd contributes', 'contributes', 'specification', 'procedures', 'implementation', 'identifying', 'developing', 'analysing']","['analysing and documenting', 'documenting hazards', 'safety', 'contributes to developing', 'risks', 'agreed', 'results during system', 'plans', 'preparation', 'evidence']","['safety case preparation', 'xd', 'specification', 'identifying', 'safety assurance', 'xd analyses', 'maintaining project safety assurance plans', 'plans', 'system development', 'validation', 'documents safety validation results', 'implementation', 'gathers safety assurance evidence', 'xd contributes', 'analysing', 'case', 'contributes', 'maintaining', 'safety requirements', 'procedures', 'documenting hazards', 'developing', 'safety risks using agreed methods']","['agreed', 'xd', 'contributes to developing', 'safety assurance', 'evidence', 'plans', 'system development', 'validation', 'safety', 'preparation', 'case', 'maintaining', 'analysing and documenting', 'risks', 'documenting hazards', 'results during system']",7,63,5,5,23,16
Safety engineering,5,Safety engineering 5,"Identifies and analyses hazards and contributes to identifying and evaluating risk reduction measures, ensuring these are adequately documented. _x000D_
Specifies safety-related systems architectures for defined safety levels. _x000D_
Develops and maintains project safety assurance plans. Monitors implementation and compliance. Ensures safety assurance evidence is gathered for safety case preparation._x000D_
Works with system architects, designers and developers to assure safety requirements implementation.",identifies analyses hazards contributes identifying evaluating risk reduction measures ensuring adequately documented _xd_ specifies safetyrelated systems architectures defined safety levels _xd_ develops maintains project safety assurance plans monitors implementation compliance ensures safety assurance evidence gathered safety case preparation_xd_ works system architects designers developers assure safety requirements implementation,"identifies and analyses hazards and contributes to identifying and evaluating risk reduction measures, ensuring these are adequately documented. xd specifies safety related systems architectures for defined safety levels. xd develops and maintains project safety assurance plans. monitors implementation and compliance. ensures safety assurance evidence is gathered for safety case preparation. xd works with system architects, designers and developers to assure safety requirements implementation.","['risk reduction', 'case', 'xd', 'levels', 'safety assurance', 'analyses hazards', 'system architecture', 'plans', 'assure safety', 'maintains']","['instance', 'grammatical case', 'defend', 'spirit level', 'event', 'floor', ""typesetter's case"", 'dismantle', 'flush', 'charge', 'exert', 'case', 'degree', 'wield', 'incase', 'uphold', 'lawsuit', ""compositor's case"", 'asseverate', 'level', 'conserve', 'even', 'be after', 'layer', 'story', 'programme', 'xd', 'pillowcase', 'display case', 'hold', 'assure safety', 'rase', 'tear down', 'encase', 'character', 'keep', 'caseful', 'vitrine', 'assert', 'point', 'analyses hazards', 'fount', 'raze', 'safety assurance', 'keep up', 'plans', 'tier', 'level off', 'example', 'slip', 'casing', 'architectural plan', 'sheath', 'cause', 'stratum', 'subject', 'grade', 'suit', 'guinea pig', 'pull down', 'storey', 'project', 'face', 'stage', 'preserve', 'typeface', 'horizontal surface', 'sustain', 'causa', 'pillow slip', 'risk reduction', 'shell', 'font', 'design', 'observe', 'levels', 'maintains', 'contrive', 'showcase', 'program', 'system architecture', 'eccentric', 'type', 'take down', 'maintain', 'even out', 'plan']","['hazards architecture plans', 'safety assurance analyses', 'xd levels safety', 'risk reduction case', 'maintains']","['case asseverate level', 'type maintain plan', 'analyses hazards fount', 'event floor typesetter', 'compositor']","['xd specifies safety related systems architectures', 'maintains project safety assurance plans', 'ensures safety assurance evidence', 'evaluating risk reduction measures', 'assure safety requirements implementation', 'safety case preparation', 'defined safety levels', 'xd works', 'xd develops', 'monitors implementation', 'system architects', 'analyses hazards', 'adequately documented', 'identifying', 'identifies', 'gathered', 'ensuring', 'developers', 'designers', 'contributes', 'compliance']","['risk reduction measures', 'evaluating risk reduction', 'contributes to identifying', 'safety', 'ensuring', 'analyses', 'defined', 'monitors', 'compliance', 'project']","['safety case preparation', 'xd works', 'system architects', 'identifies', 'safety assurance', 'compliance', 'plans', 'developers', 'ensures safety assurance evidence', 'monitors implementation', 'assure safety requirements implementation', 'case', 'contributes', 'adequately documented', 'xd develops', 'xd', 'evaluating risk reduction measures', 'identifying', 'xd specifies safety related systems architectures', 'defined safety levels', 'ensuring', 'assure safety', 'gathered', 'designers', 'risk reduction', 'maintains project safety assurance plans', 'levels', 'analyses hazards', 'system architecture', 'maintains']","['safety assurance', 'evaluating risk reduction', 'compliance', 'plans', 'safety', 'monitors', 'case', 'defined', 'xd', 'project', 'ensuring', 'assure safety', 'risk reduction measures', 'contributes to identifying', 'risk reduction', 'levels', 'analyses hazards', 'system architecture', 'maintains', 'analyses']",10,87,5,5,30,20
Safety engineering,6,Safety engineering 6,"Takes full responsibility for hazard analysis and risk evaluation, safety-related systems architectural design and safety compliance planning._x000D_
Leads the definition and allocation of safety requirements for the system, according to the system's nature and required safety level.  _x000D_
Takes responsibility for the safety-related aspects of multiple complex or high safety integrity level projects.",takes full responsibility hazard analysis risk evaluation safetyrelated systems architectural design safety compliance planning_xd_ leads definition allocation safety requirements system according systems nature required safety level _xd_ takes responsibility safetyrelated aspects multiple complex high safety integrity level projects,"takes full responsibility for hazard analysis and risk evaluation, safety related systems architectural design and safety compliance planning. xd leads the definition and allocation of safety requirements for the system, according to the system's nature and required safety level. xd takes responsibility for the safety related aspects of multiple complex or high safety integrity level projects.","['architectural design', 'requirements system', 'risk evaluation', 'safety system', 'xd', 'integrity', 'level', 'nature', 'systems architectural', 'hazard analysis']","['raze', 'spirit level', 'unity', 'tier', 'floor', 'level off', 'flush', 'dismantle', 'charge', 'plane', 'requirements system', 'safety system', 'degree', 'level', 'stratum', 'grade', 'systems architectural', 'hazard analysis', 'even', 'layer', 'story', 'xd', 'risk evaluation', 'pull down', 'storey', 'stage', 'integrity', 'horizontal surface', 'rase', 'tear down', 'unwavering', 'architectural design', 'tied', 'point', 'flat', 'wholeness', 'nature', 'take down', 'even out']","['systems architectural hazard', 'requirements risk evaluation', 'architectural design requirements', 'xd integrity level', 'level nature systems']","['architectural hazard analysis', 'raze spirit level', 'unity tier floor', 'stratum grade systems', 'dismantle charge plane']","['safety related systems architectural design', 'high safety integrity level projects', 'safety related aspects', 'required safety level', 'safety compliance planning', 'takes full responsibility', 'xd takes responsibility', 'safety requirements', 'xd leads', 'risk evaluation', 'multiple complex', 'hazard analysis', 'system', 'system', 'nature', 'definition', 'allocation', 'according']","['systems architectural design', 'compliance planning', 'analysis and risk', 'safety', 'related systems', 'full', 'hazard', 'level', 'definition', 'high']","['multiple complex', 'safety compliance planning', 'high safety integrity level projects', 'safety related systems architectural design', 'xd leads', 'requirements system', 'safety system', 'safety requirements', 'according', 'level', 'system', 'systems architectural', 'hazard analysis', 'takes full responsibility', 'required safety level', 'xd', 'risk evaluation', 'safety related aspects', 'integrity', 'allocation', 'architectural design', 'definition', 'nature', 'xd takes responsibility']","['systems architectural design', 'safety', 'requirements system', 'safety system', 'high', 'level', 'systems architectural', 'hazard analysis', 'xd', 'risk evaluation', 'compliance planning', 'integrity', 'related systems', 'hazard', 'architectural design', 'definition', 'nature', 'full', 'analysis and risk']",10,39,5,5,24,19
Safety assessment,4,Safety assessment 4,"Collects safety assurance evidence using appropriate methods and tools. _x000D_
Undertakes all work in accordance with agreed safety, technical and quality standards.",collects safety assurance evidence using appropriate methods tools _xd_ undertakes work accordance agreed safety technical quality standards,"collects safety assurance evidence using appropriate methods and tools. xd undertakes all work in accordance with agreed safety, technical and quality standards.","['collects', 'tools', 'safety assurance', 'xd']","['instrument', 'pull together', 'tool', 'putz', 'tool around', 'xd', 'creature', 'safety assurance', 'accumulate', 'prick', 'compile', 'collect', 'gather', 'peter', 'amass', 'roll up', 'shaft', 'call for', 'take in', 'dick', 'pull in', 'hoard', 'puppet', 'collects', 'gather up', 'pecker', 'garner', 'pile up', 'cock', 'joyride', 'tools', 'pick up']","['collects tools safety', 'tools safety assurance', 'safety assurance', 'tools', 'assurance xd']","['tool xd creature', 'pile cock', 'instrument pull', 'puppet collects gather', 'safety assurance accumulate']","['collects safety assurance evidence using appropriate methods', 'agreed safety', 'xd undertakes', 'quality standards', 'work', 'tools', 'technical', 'accordance']","['collects safety assurance', 'methods and tools', 'evidence', 'accordance with agreed', 'work', 'quality']","['xd', 'quality standards', 'technical', 'safety assurance', 'collects safety assurance evidence using appropriate methods', 'work', 'accordance', 'collects', 'agreed safety', 'xd undertakes', 'tools']","['xd', 'collects safety assurance', 'safety assurance', 'evidence', 'accordance with agreed', 'work', 'collects', 'quality', 'methods and tools', 'tools']",4,32,5,5,11,10
Safety assessment,5,Safety assessment 5,"Undertakes safety analyses using agreed techniques to verify or validate that safety requirements are implemented. _x000D_
Participates in system safety assessments._x000D_
Creates safety assessment reports and recommends and defines how a system's safety requirements can be satisfied.",undertakes safety analyses using agreed techniques verify validate safety requirements implemented _xd_ participates system safety assessments_xd_ creates safety assessment reports recommends defines systems safety requirements satisfied,undertakes safety analyses using agreed techniques to verify or validate that safety requirements are implemented. xd participates in system safety assessments. xd creates safety assessment reports and recommends and defines how a system's safety requirements can be satisfied.,"['satisfied', 'xd', 'validate', 'safety analyses', 'system safety']","['formalise', 'fulfil', 'xd', 'satisfied', 'quenched', 'validate', 'safety analyses', 'fulfill', 'satisfy', 'live up to', 'gratify', 'system safety', 'meet', 'fill', 'corroborate', 'formalize', 'slaked']","['xd validate safety', 'validate safety analyses', 'safety analyses safety', 'analyses', 'satisfied']","['quenched validate safety', 'safety analyses fulfill', 'formalise fulfil xd', 'gratify safety meet', 'corroborate formalize slaked']","['undertakes safety analyses using agreed techniques', 'xd creates safety assessment reports', 'system safety assessments', 'safety requirements', 'safety requirements', 'xd participates', 'system', 'verify', 'validate', 'satisfied', 'recommends', 'implemented', 'defines']","['undertakes safety analyses', 'techniques to verify', 'verify or validate', 'safety requirements']","['xd', 'system safety assessments', 'validate', 'system safety', 'undertakes safety analyses using agreed techniques', 'satisfied', 'implemented', 'defines', 'safety analyses', 'safety requirements', 'recommends', 'verify', 'xd creates safety assessment reports', 'system', 'xd participates']","['xd', 'undertakes safety analyses', 'validate', 'system safety', 'techniques to verify', 'verify or validate', 'satisfied', 'safety analyses', 'safety requirements']",5,17,5,5,15,9
Safety assessment,6,Safety assessment 6,"Champions and promotes safety practices in the organisation. _x000D_
Leads safety assessments according to organisational safety policies and standards._x000D_
Defines and implements organisational policies and standards for system safety assessment._x000D_
Assures compliance with defined standards and policies and oversees overall safety lifecycle assessment activities.",champions promotes safety practices organisation _xd_ leads safety assessments according organisational safety policies standards_xd_ defines implements organisational policies standards system safety assessment_xd_ assures compliance defined standards policies oversees overall safety lifecycle assessment activities,champions and promotes safety practices in the organisation. xd leads safety assessments according to organisational safety policies and standards. xd defines and implements organisational policies and standards for system safety assessment. xd assures compliance with defined standards and policies and oversees overall safety lifecycle assessment activities.,"['activities', 'system safety', 'organisational policy', 'xd']","['activities', 'xd', 'activity', 'activeness', 'bodily function', 'organisational policy', 'body process', 'natural process', 'action', 'system safety', 'natural action', 'bodily process']","['activities safety organisational', 'safety organisational policy', 'organisational policy', 'policy xd', 'activities']","['activity activeness bodily', 'xd activity', 'bodily function organisational', 'process action safety', 'function organisational policy']","['oversees overall safety lifecycle assessment activities', 'xd leads safety assessments according', 'system safety assessment', 'promotes safety practices', 'xd assures compliance', 'organisational safety policies', 'implements organisational policies', 'xd defines', 'defined standards', 'policies', 'standards', 'standards', 'organisation', 'champions']","['promotes safety practices', 'standards', 'assessment', 'organisational safety', 'defines', 'compliance', 'lifecycle']","['champions', 'activities', 'implements organisational policies', 'xd defines', 'xd leads safety assessments according', 'defined standards', 'xd', 'promotes safety practices', 'standards', 'organisation', 'organisational policy', 'xd assures compliance', 'policies', 'system safety', 'organisational safety policies', 'system safety assessment', 'oversees overall safety lifecycle assessment activities']","['activities', 'standards', 'xd', 'defines', 'organisational safety', 'organisational policy', 'compliance', 'lifecycle', 'system safety', 'assessment', 'promotes safety practices']",4,12,5,5,17,11
Radio frequency engineering,2,Radio frequency engineering 2,"Assists with setting up, tuning and functional checks of radio frequency devices and software. _x000D_
Resolves faults down to line replaceable unit level or escalates according to given procedures. _x000D_
Carries out user confidence checks and escalates faults according to given procedures. _x000D_
Integrates RF devices with software applications using static configurations.",assists setting tuning functional checks radio frequency devices software _xd_ resolves faults line replaceable unit level escalates according given procedures _xd_ carries user confidence checks escalates faults according given procedures _xd_ integrates rf devices software applications using static configurations,"assists with setting up, tuning and functional checks of radio frequency devices and software. xd resolves faults down to line replaceable unit level or escalates according to given procedures. xd carries out user confidence checks and escalates faults according to given procedures. xd integrates rf devices with software applications using static configurations.","['software applications', 'faults', 'xd', 'radio frequency', 'integrates', 'level', 'devices software', 'line replaceable unit']","['raze', 'take down', 'geological fault', 'spirit level', 'demerit', 'tier', 'mix', 'floor', 'devices software', 'level off', 'line replaceable unit', 'flush', 'dismantle', 'charge', 'plane', 'degree', 'blame', 'level', 'stratum', 'grade', 'fault', 'shift', 'mistake', 'even', 'software applications', 'layer', 'story', 'faults', 'xd', 'radio frequency', 'pull down', 'storey', 'desegregate', 'stage', 'incorporate', 'horizontal surface', 'rase', 'tear down', 'unwavering', 'fracture', 'flaw', 'faulting', 'error', 'break', 'integrates', 'tied', 'point', 'flat', 'integrate', 'even out', 'defect']","['faults xd radio', 'software applications faults', 'software line replaceable', 'integrates level devices', 'frequency']","['raze geological fault', 'faults xd radio', 'mix floor devices', 'level demerit tier', 'unit flush dismantle']","['software applications using static configurations', 'line replaceable unit level', 'xd integrates rf devices', 'radio frequency devices', 'xd resolves faults', 'user confidence checks', 'escalates faults according', 'xd carries', 'escalates according', 'functional checks', 'given procedures', 'given procedures', 'software', 'tuning', 'setting', 'assists']","['assists with setting', 'tuning and functional', 'radio frequency devices', 'functional checks', 'checks of radio', 'faults', 'line replaceable unit', 'line', 'unit', 'static']","['line replaceable unit level', 'devices software', 'line replaceable unit', 'assists', 'xd resolves faults', 'software', 'level', 'xd carries', 'software applications', 'faults', 'xd', 'radio frequency', 'tuning', 'software applications using static configurations', 'user confidence checks', 'radio frequency devices', 'xd integrates rf devices', 'integrates', 'escalates faults according', 'functional checks', 'escalates according', 'given procedures', 'setting']","['software applications', 'faults', 'xd', 'radio frequency', 'radio frequency devices', 'integrates', 'line', 'functional checks', 'static', 'unit', 'assists with setting', 'level', 'checks of radio', 'devices software', 'line replaceable unit', 'tuning and functional']",8,51,5,5,23,16
